NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	Details ...	137	-0.46778506	-2.23255	0.0	0.002716483	0.017	4933	tags=47%, list=27%, signal=65%	
GO_ADAPTIVE_IMMUNE_RESPONSE	GO_ADAPTIVE_IMMUNE_RESPONSE	Details ...	468	-0.40908965	-2.2290492	0.0	0.0026368676	0.018	6037	tags=55%, list=33%, signal=81%	
GO_RESPONSE_TO_INTERFERON_BETA	GO_RESPONSE_TO_INTERFERON_BETA	Details ...	26	-0.6521603	-2.2145612	0.0	0.0025719302	0.019	2942	tags=58%, list=16%, signal=69%	
GO_CHEMOKINE_PRODUCTION	GO_CHEMOKINE_PRODUCTION	Details ...	78	-0.50402457	-2.1741745	0.0	0.0045200973	0.036	4572	tags=53%, list=25%, signal=70%	
GO_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS	GO_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS	Details ...	76	-0.51182455	-2.1717713	0.0	0.0042187576	0.036	3795	tags=45%, list=21%, signal=56%	
GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	Details ...	258	-0.42264578	-2.1683202	0.0	0.0041795005	0.038	3494	tags=35%, list=19%, signal=43%	
GO_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	GO_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	Details ...	175	-0.44867915	-2.1658883	0.0	0.0040387977	0.039	3994	tags=40%, list=22%, signal=51%	
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	Details ...	24	-0.6464024	-2.1539385	0.0	0.0040136795	0.041	3294	tags=46%, list=18%, signal=56%	
GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY	GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY	Details ...	110	-0.4786486	-2.1526022	0.0	0.003896988	0.042	7218	tags=66%, list=40%, signal=109%	
GO_CELL_CHEMOTAXIS	GO_CELL_CHEMOTAXIS	Details ...	260	-0.41550457	-2.1391592	0.0	0.0039681527	0.045	4788	tags=42%, list=26%, signal=56%	
GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS		90	-0.47942072	-2.1351945	0.0	0.004027335	0.048	2730	tags=33%, list=15%, signal=39%	
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION		32	-0.6042619	-2.1349735	0.0	0.0038442744	0.048	1642	tags=41%, list=9%, signal=45%	
GO_LEUKOCYTE_PROLIFERATION	GO_LEUKOCYTE_PROLIFERATION		255	-0.41919222	-2.1248157	0.0	0.0040590838	0.052	4788	tags=46%, list=26%, signal=61%	
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION		136	-0.46007907	-2.1228924	0.0	0.0041071083	0.055	4989	tags=48%, list=27%, signal=65%	
GO_INTERLEUKIN_6_PRODUCTION	GO_INTERLEUKIN_6_PRODUCTION		129	-0.45548257	-2.117657	0.0	0.0043593044	0.061	4269	tags=45%, list=23%, signal=58%	
GO_CYTOKINE_METABOLIC_PROCESS	GO_CYTOKINE_METABOLIC_PROCESS		102	-0.47056776	-2.1162136	0.0	0.0043270653	0.063	4612	tags=52%, list=25%, signal=69%	
GO_NEGATIVE_REGULATION_OF_WOUND_HEALING	GO_NEGATIVE_REGULATION_OF_WOUND_HEALING		63	-0.50867254	-2.1143775	0.0	0.0042342637	0.063	3593	tags=46%, list=20%, signal=57%	
GO_CELLULAR_DETOXIFICATION	GO_CELLULAR_DETOXIFICATION		91	-0.47076774	-2.1140428	0.0	0.0040830397	0.063	2648	tags=33%, list=15%, signal=38%	
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION		89	-0.47652295	-2.1085405	0.0	0.0042471294	0.068	4989	tags=49%, list=27%, signal=68%	
GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS	GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS		33	-0.58903575	-2.1082911	0.0	0.004105558	0.068	2414	tags=39%, list=13%, signal=45%	
GO_REGULATION_OF_MYOBLAST_DIFFERENTIATION	GO_REGULATION_OF_MYOBLAST_DIFFERENTIATION		45	-0.55862844	-2.106413	0.0	0.0041975593	0.072	3551	tags=44%, list=19%, signal=55%	
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION		42	-0.5635032	-2.1036937	0.0	0.004396038	0.078	2928	tags=48%, list=16%, signal=57%	
GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION		48	-0.5392622	-2.1023886	0.0	0.004424063	0.081	4068	tags=46%, list=22%, signal=59%	
GO_INTERLEUKIN_10_PRODUCTION	GO_INTERLEUKIN_10_PRODUCTION		49	-0.5371149	-2.1014323	0.0	0.004348107	0.082	3387	tags=43%, list=19%, signal=52%	
GO_T_CELL_DIFFERENTIATION	GO_T_CELL_DIFFERENTIATION		221	-0.416554	-2.0969954	0.0	0.00452214	0.087	4989	tags=46%, list=27%, signal=63%	
GO_ALPHA_BETA_T_CELL_DIFFERENTIATION	GO_ALPHA_BETA_T_CELL_DIFFERENTIATION		94	-0.47036487	-2.0967803	0.0	0.0044444655	0.088	4989	tags=53%, list=27%, signal=73%	
GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY		143	-0.4503434	-2.094147	0.0	0.004371675	0.089	3006	tags=34%, list=16%, signal=41%	
GO_T_CELL_ACTIVATION	GO_T_CELL_ACTIVATION		417	-0.39285085	-2.0921502	0.0	0.004396271	0.092	4788	tags=43%, list=26%, signal=57%	
GO_ENDOCARDIAL_CUSHION_FORMATION	GO_ENDOCARDIAL_CUSHION_FORMATION		23	-0.6477821	-2.0908906	0.0	0.0045083947	0.095	2142	tags=39%, list=12%, signal=44%	
GO_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT	GO_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT		27	-0.6065334	-2.0900614	0.0	0.0043956847	0.095	3151	tags=59%, list=17%, signal=72%	
GO_REGULATION_OF_WOUND_HEALING	GO_REGULATION_OF_WOUND_HEALING		121	-0.45756635	-2.089445	0.0	0.004375372	0.097	4081	tags=44%, list=22%, signal=56%	
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION		402	-0.38969082	-2.0885391	0.0	0.0043123728	0.097	3876	tags=34%, list=21%, signal=43%	
GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS		88	-0.48074937	-2.0883136	0.0	0.004212085	0.097	2752	tags=35%, list=15%, signal=41%	
GO_TERTIARY_ALCOHOL_METABOLIC_PROCESS	GO_TERTIARY_ALCOHOL_METABOLIC_PROCESS		16	-0.70597416	-2.0874116	0.0	0.004195643	0.098	2414	tags=69%, list=13%, signal=79%	
GO_INTERLEUKIN_1_PRODUCTION	GO_INTERLEUKIN_1_PRODUCTION		89	-0.47423992	-2.0861943	0.0	0.0042599593	0.102	2966	tags=36%, list=16%, signal=43%	
GO_INTERLEUKIN_12_PRODUCTION	GO_INTERLEUKIN_12_PRODUCTION		53	-0.53446865	-2.084757	0.0	0.0042430037	0.103	2740	tags=40%, list=15%, signal=46%	
GO_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	GO_CELL_SUBSTRATE_JUNCTION_ORGANIZATION		95	-0.46676865	-2.0814075	0.0	0.004263686	0.104	3722	tags=41%, list=20%, signal=51%	
GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION		76	-0.48934433	-2.0795252	0.0	0.004284689	0.107	4788	tags=50%, list=26%, signal=67%	
GO_MACROPHAGE_CYTOKINE_PRODUCTION	GO_MACROPHAGE_CYTOKINE_PRODUCTION		16	-0.69665533	-2.0785336	0.0	0.0042692176	0.108	3496	tags=56%, list=19%, signal=70%	
GO_MYOBLAST_FUSION	GO_MYOBLAST_FUSION		31	-0.585353	-2.0768132	0.0	0.0042886953	0.111	3446	tags=39%, list=19%, signal=48%	
GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY		282	-0.4029461	-2.076632	0.0	0.0042046034	0.111	5901	tags=48%, list=32%, signal=70%	
GO_REGULATION_OF_LYMPHOCYTE_MIGRATION	GO_REGULATION_OF_LYMPHOCYTE_MIGRATION		60	-0.50734174	-2.0750415	0.0	0.0042249733	0.114	2048	tags=30%, list=11%, signal=34%	
GO_LEUKOCYTE_DIFFERENTIATION	GO_LEUKOCYTE_DIFFERENTIATION		463	-0.37798935	-2.0745206	0.0	0.0041786497	0.115	3594	tags=33%, list=20%, signal=40%	
GO_REGULATION_OF_POSITIVE_CHEMOTAXIS	GO_REGULATION_OF_POSITIVE_CHEMOTAXIS		23	-0.653466	-2.072693	0.0	0.0041012676	0.115	3527	tags=52%, list=19%, signal=65%	
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION	GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION		16	-0.69684786	-2.072144	0.0	0.0040266993	0.115	3048	tags=50%, list=17%, signal=60%	
GO_INTERLEUKIN_17_PRODUCTION	GO_INTERLEUKIN_17_PRODUCTION		28	-0.60713106	-2.0720031	0.0	0.003954794	0.115	2430	tags=36%, list=13%, signal=41%	
GO_POSITIVE_REGULATION_OF_HEMOPOIESIS	GO_POSITIVE_REGULATION_OF_HEMOPOIESIS		170	-0.42508954	-2.064109	0.0	0.0043456936	0.129	4989	tags=45%, list=27%, signal=61%	
GO_I_KAPPAB_PHOSPHORYLATION	GO_I_KAPPAB_PHOSPHORYLATION		17	-0.6960131	-2.059147	0.0	0.004481063	0.134	1267	tags=41%, list=7%, signal=44%	
GO_ENDOTHELIUM_DEVELOPMENT	GO_ENDOTHELIUM_DEVELOPMENT		116	-0.44844788	-2.057816	0.0	0.0044916566	0.137	3977	tags=47%, list=22%, signal=59%	
GO_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	GO_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE		17	-0.6942442	-2.0504107	0.0	0.004973213	0.155	1584	tags=35%, list=9%, signal=39%	
GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION		251	-0.39939663	-2.0476713	0.0	0.005152577	0.164	5035	tags=44%, list=28%, signal=60%	
GO_LYMPHOCYTE_DIFFERENTIATION	GO_LYMPHOCYTE_DIFFERENTIATION		315	-0.39447	-2.0454774	0.0	0.0052708406	0.171	4798	tags=42%, list=26%, signal=56%	
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE		96	-0.45039228	-2.0415926	0.0	0.0053265505	0.176	4374	tags=45%, list=24%, signal=59%	
GO_NEGATIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS	GO_NEGATIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS		193	-0.41289127	-2.038996	0.0	0.0054089716	0.18	4193	tags=37%, list=23%, signal=47%	
GO_REGULATION_OF_CELL_CELL_ADHESION	GO_REGULATION_OF_CELL_CELL_ADHESION		364	-0.38855654	-2.0373478	0.0	0.00540547	0.183	5091	tags=44%, list=28%, signal=60%	
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION		79	-0.46940425	-2.035988	0.0	0.0054037585	0.185	3151	tags=37%, list=17%, signal=44%	
GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION		85	-0.47497496	-2.0315146	0.0	0.005741796	0.199	4989	tags=58%, list=27%, signal=79%	
GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS		59	-0.5016629	-2.029293	0.0	0.005888914	0.205	4572	tags=54%, list=25%, signal=72%	
GO_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	GO_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION		56	-0.5103643	-2.027275	0.0	0.005929024	0.206	2722	tags=38%, list=15%, signal=44%	
GO_REGULATION_OF_LEUKOCYTE_MIGRATION	GO_REGULATION_OF_LEUKOCYTE_MIGRATION		184	-0.4146862	-2.0227273	0.0	0.006273326	0.22	5504	tags=47%, list=30%, signal=67%	
GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION		205	-0.40654442	-2.0216603	0.0	0.0063595325	0.224	3685	tags=38%, list=20%, signal=47%	
GO_T_CELL_PROLIFERATION	GO_T_CELL_PROLIFERATION		170	-0.41001153	-2.013453	0.0	0.007125619	0.25	4893	tags=44%, list=27%, signal=60%	
GO_CELL_MATRIX_ADHESION	GO_CELL_MATRIX_ADHESION		208	-0.4065334	-2.0117652	0.0	0.0073413397	0.26	3722	tags=37%, list=20%, signal=45%	
GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		89	-0.4683832	-2.0109308	0.0	0.007265931	0.26	4665	tags=45%, list=26%, signal=60%	
GO_REGULATION_OF_CELL_KILLING	GO_REGULATION_OF_CELL_KILLING		83	-0.46052718	-2.0084038	0.0	0.0074293558	0.268	3960	tags=43%, list=22%, signal=55%	
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION		48	-0.52003	-2.0068913	0.0	0.0075392853	0.275	2966	tags=40%, list=16%, signal=47%	
GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION		147	-0.41646752	-2.002733	0.0	0.007782747	0.288	3623	tags=38%, list=20%, signal=47%	
GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY		56	-0.4997207	-2.0023377	0.0	0.0077051865	0.289	3710	tags=39%, list=20%, signal=49%	
GO_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	GO_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL		26	-0.59633875	-2.001733	0.0	0.0076298043	0.29	3336	tags=50%, list=18%, signal=61%	
GO_BONE_CELL_DEVELOPMENT	GO_BONE_CELL_DEVELOPMENT		36	-0.5591443	-2.0013423	0.0	0.0076001696	0.292	4692	tags=53%, list=26%, signal=71%	
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING		76	-0.4660466	-2.0007885	0.0	0.0075063407	0.292	3593	tags=42%, list=20%, signal=52%	
GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION		236	-0.3952601	-2.0006137	0.0	0.007479106	0.294	5878	tags=52%, list=32%, signal=76%	
GO_REGULATION_OF_VASCULATURE_DEVELOPMENT	GO_REGULATION_OF_VASCULATURE_DEVELOPMENT		295	-0.38881043	-2.0002046	0.0	0.007411135	0.295	3313	tags=35%, list=18%, signal=42%	
GO_LYMPHOCYTE_MIGRATION	GO_LYMPHOCYTE_MIGRATION		103	-0.4471365	-2.000005	0.0	0.0073435805	0.296	5447	tags=48%, list=30%, signal=67%	
GO_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	GO_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY		240	-0.39325032	-1.9996532	0.0	0.007380368	0.302	3006	tags=30%, list=16%, signal=36%	
GO_MYOBLAST_DIFFERENTIATION	GO_MYOBLAST_DIFFERENTIATION		73	-0.47378048	-1.9986641	0.0	0.007315086	0.303	3643	tags=37%, list=20%, signal=46%	
GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN		303	-0.38102663	-1.9975765	0.0	0.0073109213	0.307	4084	tags=33%, list=22%, signal=41%	
GO_LYMPH_VESSEL_DEVELOPMENT	GO_LYMPH_VESSEL_DEVELOPMENT		25	-0.5942488	-1.9950681	0.0	0.0074267606	0.313	2778	tags=56%, list=15%, signal=66%	
GO_POSITIVE_REGULATION_OF_LIPASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_LIPASE_ACTIVITY		61	-0.4978715	-1.9944179	0.0	0.007402734	0.315	3939	tags=43%, list=22%, signal=54%	
GO_REGULATION_OF_T_CELL_ACTIVATION	GO_REGULATION_OF_T_CELL_ACTIVATION		291	-0.38307157	-1.9908949	0.0	0.007653507	0.324	5878	tags=52%, list=32%, signal=75%	
GO_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	GO_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION		103	-0.4417901	-1.9891112	0.0	0.007725481	0.328	3594	tags=37%, list=20%, signal=46%	
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT		173	-0.405252	-1.9890515	0.0	0.0076602413	0.329	3279	tags=37%, list=18%, signal=45%	
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION		241	-0.39711088	-1.9887573	0.0	0.007577873	0.329	4713	tags=41%, list=26%, signal=54%	
GO_EXTRACELLULAR_MATRIX_ASSEMBLY	GO_EXTRACELLULAR_MATRIX_ASSEMBLY		39	-0.5286178	-1.9847056	0.0	0.007874163	0.339	3872	tags=44%, list=21%, signal=55%	
GO_CYTOKINE_SECRETION	GO_CYTOKINE_SECRETION		197	-0.39812246	-1.9827503	0.0	0.00792062	0.344	5102	tags=44%, list=28%, signal=61%	
GO_LEUKOCYTE_CELL_CELL_ADHESION	GO_LEUKOCYTE_CELL_CELL_ADHESION		306	-0.38189125	-1.9826082	0.0	0.007838114	0.344	5878	tags=52%, list=32%, signal=75%	
GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION	GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION		196	-0.40223604	-1.9815552	0.0	0.0078113372	0.345	4893	tags=45%, list=27%, signal=61%	
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	GO_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION		118	-0.43055362	-1.9808285	0.0	0.0077873664	0.348	4893	tags=50%, list=27%, signal=68%	
GO_RESPONSE_TO_VIRUS	GO_RESPONSE_TO_VIRUS		284	-0.38392064	-1.9768997	0.0	0.008257644	0.365	4989	tags=41%, list=27%, signal=56%	
GO_ENDOTHELIAL_CELL_MIGRATION	GO_ENDOTHELIAL_CELL_MIGRATION		191	-0.40078878	-1.9753394	0.0	0.008245129	0.366	3279	tags=36%, list=18%, signal=43%	
GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION		183	-0.40392616	-1.9750786	0.0	0.008198921	0.368	4763	tags=44%, list=26%, signal=59%	
GO_INTERFERON_GAMMA_PRODUCTION	GO_INTERFERON_GAMMA_PRODUCTION		96	-0.4461775	-1.9734675	0.0	0.008291031	0.373	4026	tags=40%, list=22%, signal=51%	
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION		202	-0.39933032	-1.9728487	0.0	0.008262163	0.375	5878	tags=53%, list=32%, signal=77%	
GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY		63	-0.47452652	-1.9721785	0.0	0.008301937	0.38	3939	tags=43%, list=22%, signal=54%	
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION		15	-0.67033976	-1.9718151	0.0023148148	0.008272766	0.382	2991	tags=53%, list=16%, signal=64%	
GO_REGULATION_OF_MYOBLAST_FUSION	GO_REGULATION_OF_MYOBLAST_FUSION		18	-0.6570823	-1.969082	0.0	0.0084584765	0.391	4191	tags=56%, list=23%, signal=72%	
GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS		415	-0.3678618	-1.964341	0.0	0.008957232	0.41	4763	tags=41%, list=26%, signal=54%	
GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION	GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION		114	-0.42709914	-1.9607852	0.0	0.009479245	0.433	3141	tags=32%, list=17%, signal=39%	
GO_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	GO_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS		237	-0.38438973	-1.9605831	0.0	0.009392279	0.433	2752	tags=29%, list=15%, signal=33%	
GO_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GO_LEUKOCYTE_MEDIATED_CYTOTOXICITY		94	-0.44146985	-1.9598498	0.0	0.009401182	0.437	5770	tags=60%, list=32%, signal=87%	
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE		99	-0.4408147	-1.9587084	0.0	0.009395024	0.44	6367	tags=63%, list=35%, signal=96%	
GO_ACTIVATED_T_CELL_PROLIFERATION	GO_ACTIVATED_T_CELL_PROLIFERATION		34	-0.5438939	-1.9584903	0.0053908355	0.0093581	0.443	1755	tags=29%, list=10%, signal=32%	
GO_DEFENSE_RESPONSE_TO_VIRUS	GO_DEFENSE_RESPONSE_TO_VIRUS		207	-0.397145	-1.954812	0.0	0.009634581	0.455	4246	tags=36%, list=23%, signal=46%	
GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION		85	-0.44627392	-1.9547503	0.0	0.009550068	0.455	2366	tags=33%, list=13%, signal=38%	
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION		107	-0.43435413	-1.9541353	0.0	0.009467023	0.455	3279	tags=38%, list=18%, signal=46%	
GO_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	GO_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY		23	-0.6055215	-1.95307	0.0	0.009461261	0.458	4317	tags=48%, list=24%, signal=63%	
GO_REGULATION_OF_RESPONSE_TO_WOUNDING	GO_REGULATION_OF_RESPONSE_TO_WOUNDING		149	-0.41038623	-1.9519453	0.0	0.009545594	0.463	5257	tags=50%, list=29%, signal=70%	
GO_CELL_SUBSTRATE_ADHESION	GO_CELL_SUBSTRATE_ADHESION		322	-0.3683248	-1.9511458	0.0	0.00959963	0.468	3757	tags=36%, list=21%, signal=44%	
GO_REGULATION_OF_ODONTOGENESIS	GO_REGULATION_OF_ODONTOGENESIS		19	-0.62189305	-1.9510989	0.0	0.009518961	0.468	3464	tags=47%, list=19%, signal=58%	
