NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT		168	-0.42402652	-1.9736105	0.0	0.009425018	0.361	4638	tags=46%, list=26%, signal=61%	
GO_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS	GO_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS		145	-0.43269497	-1.9695112	0.0	0.009892999	0.381	3822	tags=39%, list=21%, signal=50%	
GO_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	GO_ORGANIC_ACID_BIOSYNTHETIC_PROCESS		316	-0.3949929	-1.9646019	0.0	0.010305749	0.401	4632	tags=41%, list=26%, signal=54%	
GO_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	GO_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS		204	-0.41337213	-1.9642615	0.0	0.010154373	0.402	3789	tags=36%, list=21%, signal=46%	
GO_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	GO_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS		38	-0.5524256	-1.9631251	0.0018214936	0.010209154	0.407	4035	tags=53%, list=23%, signal=68%	
GO_STEROID_METABOLIC_PROCESS	GO_STEROID_METABOLIC_PROCESS		296	-0.39362478	-1.9606087	0.0	0.010418634	0.418	4349	tags=37%, list=24%, signal=48%	
GO_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	GO_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION		61	-0.49578553	-1.9496573	0.0	0.011934574	0.46	4336	tags=49%, list=24%, signal=65%	
GO_DICARBOXYLIC_ACID_METABOLIC_PROCESS	GO_DICARBOXYLIC_ACID_METABOLIC_PROCESS		92	-0.4622859	-1.9492345	0.0	0.011805841	0.461	4671	tags=46%, list=26%, signal=62%	
GO_COFACTOR_METABOLIC_PROCESS	GO_COFACTOR_METABOLIC_PROCESS		408	-0.3812015	-1.9491684	0.0	0.011642812	0.462	4264	tags=38%, list=24%, signal=49%	
GO_NEUTRAL_LIPID_CATABOLIC_PROCESS	GO_NEUTRAL_LIPID_CATABOLIC_PROCESS		35	-0.55168587	-1.9479816	0.0	0.011670747	0.471	3749	tags=51%, list=21%, signal=65%	
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION		93	-0.45972478	-1.9463389	0.0	0.01169695	0.476	3326	tags=42%, list=19%, signal=51%	
GO_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS	GO_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS		69	-0.4773453	-1.9454608	0.0	0.011597286	0.479	3766	tags=42%, list=21%, signal=53%	
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL	GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL		41	-0.53693944	-1.9442387	0.0	0.01160597	0.488	2217	tags=34%, list=12%, signal=39%	
GO_ANDROGEN_METABOLIC_PROCESS	GO_ANDROGEN_METABOLIC_PROCESS		27	-0.5853719	-1.9390626	0.0036101083	0.012139512	0.51	1513	tags=37%, list=8%, signal=40%	
GO_REGULATION_OF_BLOOD_PRESSURE	GO_REGULATION_OF_BLOOD_PRESSURE		140	-0.42739373	-1.9372102	0.0	0.012276834	0.52	2845	tags=31%, list=16%, signal=36%	
GO_BLOOD_COAGULATION_INTRINSIC_PATHWAY	GO_BLOOD_COAGULATION_INTRINSIC_PATHWAY		15	-0.67449063	-1.9359967	0.0018348624	0.012359188	0.528	3762	tags=67%, list=21%, signal=84%	
GO_BILE_ACID_BIOSYNTHETIC_PROCESS	GO_BILE_ACID_BIOSYNTHETIC_PROCESS		33	-0.5634299	-1.9308425	0.0	0.013176646	0.556	3688	tags=55%, list=21%, signal=69%	
GO_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	GO_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS		38	-0.5417818	-1.9294331	0.0	0.013113288	0.557	3789	tags=45%, list=21%, signal=57%	
GO_NEGATIVE_REGULATION_OF_COAGULATION	GO_NEGATIVE_REGULATION_OF_COAGULATION		52	-0.5095354	-1.9292083	0.0	0.013003626	0.558	3049	tags=40%, list=17%, signal=49%	
GO_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	GO_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS		17	-0.65714484	-1.926494	0.003533569	0.013505638	0.577	3056	tags=53%, list=17%, signal=64%	
GO_ALCOHOL_METABOLIC_PROCESS	GO_ALCOHOL_METABOLIC_PROCESS		343	-0.37984073	-1.9250349	0.0	0.013568358	0.583	3765	tags=33%, list=21%, signal=41%	
GO_FIBRINOLYSIS	GO_FIBRINOLYSIS		26	-0.5939295	-1.9228864	0.0055350554	0.013785892	0.59	3505	tags=50%, list=20%, signal=62%	
GO_GLUTAMATE_METABOLIC_PROCESS	GO_GLUTAMATE_METABOLIC_PROCESS		31	-0.5647415	-1.9191059	0.0	0.014275573	0.612	3457	tags=45%, list=19%, signal=56%	
GO_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	GO_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION		27	-0.5847645	-1.9139493	0.0	0.0151026305	0.645	4336	tags=59%, list=24%, signal=78%	
GO_BILE_ACID_AND_BILE_SALT_TRANSPORT	GO_BILE_ACID_AND_BILE_SALT_TRANSPORT		26	-0.5796119	-1.9127032	0.0	0.015082182	0.646	4725	tags=65%, list=26%, signal=89%	
GO_AMINO_ACID_BETAINE_METABOLIC_PROCESS	GO_AMINO_ACID_BETAINE_METABOLIC_PROCESS		17	-0.6559658	-1.9110477	0.0017391305	0.0151653215	0.652	3839	tags=65%, list=22%, signal=82%	
GO_2_OXOGLUTARATE_METABOLIC_PROCESS	GO_2_OXOGLUTARATE_METABOLIC_PROCESS		16	-0.6701471	-1.9092344	0.0	0.015305894	0.657	4915	tags=75%, list=28%, signal=103%	
GO_SMOOTH_MUSCLE_CONTRACTION	GO_SMOOTH_MUSCLE_CONTRACTION		89	-0.45414287	-1.9069747	0.0	0.015617298	0.673	4042	tags=40%, list=23%, signal=52%	
GO_ARACHIDONIC_ACID_METABOLIC_PROCESS	GO_ARACHIDONIC_ACID_METABOLIC_PROCESS		47	-0.51007557	-1.9020952	0.0	0.016452527	0.695	3822	tags=49%, list=21%, signal=62%	
GO_POSITIVE_REGULATION_OF_COAGULATION	GO_POSITIVE_REGULATION_OF_COAGULATION		28	-0.56117994	-1.9011593	0.0018050541	0.016488137	0.698	3998	tags=54%, list=22%, signal=69%	
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION		131	-0.4194491	-1.8995625	0.0	0.016648471	0.708	3326	tags=38%, list=19%, signal=47%	
GO_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS	GO_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS		23	-0.60419965	-1.8956422	0.0	0.017498136	0.727	4905	tags=70%, list=28%, signal=96%	
GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS		37	-0.5304327	-1.8937203	0.0	0.017836455	0.738	3766	tags=43%, list=21%, signal=55%	
GO_TRIGLYCERIDE_CATABOLIC_PROCESS	GO_TRIGLYCERIDE_CATABOLIC_PROCESS		27	-0.5720472	-1.8936281	0.0	0.017651584	0.739	4229	tags=56%, list=24%, signal=73%	
GO_MONOCARBOXYLIC_ACID_TRANSPORT	GO_MONOCARBOXYLIC_ACID_TRANSPORT		143	-0.409841	-1.893548	0.0	0.017470995	0.739	3373	tags=37%, list=19%, signal=45%	
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING		64	-0.47534898	-1.8907661	0.0016863407	0.01782458	0.749	4159	tags=45%, list=23%, signal=59%	
GO_SMOOTH_MUSCLE_TISSUE_DEVELOPMENT	GO_SMOOTH_MUSCLE_TISSUE_DEVELOPMENT		19	-0.6306465	-1.8877338	0.0018281536	0.018404445	0.764	4041	tags=63%, list=23%, signal=82%	
GO_ACETYL_COA_METABOLIC_PROCESS	GO_ACETYL_COA_METABOLIC_PROCESS		37	-0.5331688	-1.8753928	0.0	0.021283029	0.81	4557	tags=49%, list=26%, signal=65%	
GO_LIPID_STORAGE	GO_LIPID_STORAGE		64	-0.4734305	-1.8747278	0.0017094017	0.021315668	0.815	3759	tags=44%, list=21%, signal=55%	
GO_ENERGY_HOMEOSTASIS	GO_ENERGY_HOMEOSTASIS		31	-0.5438731	-1.8692542	0.0017331023	0.022643352	0.841	4466	tags=55%, list=25%, signal=73%	
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN	GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN		16	-0.65344065	-1.8671912	0.0	0.023013467	0.849	2217	tags=44%, list=12%, signal=50%	
GO_EXCRETION	GO_EXCRETION		48	-0.49246022	-1.8662301	0.0	0.023140498	0.851	2806	tags=31%, list=16%, signal=37%	
GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION		146	-0.41053626	-1.8656377	0.0	0.02306627	0.854	3326	tags=36%, list=19%, signal=44%	
GO_TERPENOID_METABOLIC_PROCESS	GO_TERPENOID_METABOLIC_PROCESS		105	-0.42912292	-1.8553867	0.0	0.025857484	0.888	2760	tags=30%, list=15%, signal=36%	
GO_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GO_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS		17	-0.62550426	-1.8549569	0.005597015	0.025733424	0.89	4264	tags=65%, list=24%, signal=85%	
GO_CIRCULATORY_SYSTEM_PROCESS	GO_CIRCULATORY_SYSTEM_PROCESS		442	-0.35530314	-1.8505843	0.0	0.026689583	0.899	4618	tags=38%, list=26%, signal=50%	
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION		15	-0.64890677	-1.84679	0.005504587	0.02739065	0.913	2845	tags=47%, list=16%, signal=55%	
GO_REGULATION_OF_LIPID_CATABOLIC_PROCESS	GO_REGULATION_OF_LIPID_CATABOLIC_PROCESS		51	-0.47672755	-1.8448232	0.0018248175	0.027642973	0.917	3766	tags=43%, list=21%, signal=55%	
GO_REGULATION_OF_HORMONE_LEVELS	GO_REGULATION_OF_HORMONE_LEVELS		446	-0.3533844	-1.8405769	0.0	0.028575992	0.927	4392	tags=37%, list=25%, signal=48%	
GO_TEMPERATURE_HOMEOSTASIS	GO_TEMPERATURE_HOMEOSTASIS		154	-0.40117043	-1.8393579	0.0	0.028709218	0.929	4704	tags=39%, list=26%, signal=52%	
GO_XENOBIOTIC_TRANSPORT	GO_XENOBIOTIC_TRANSPORT		24	-0.56956923	-1.8350172	0.0	0.029765144	0.936	4895	tags=58%, list=27%, signal=80%	
GO_REGULATION_OF_COFACTOR_METABOLIC_PROCESS	GO_REGULATION_OF_COFACTOR_METABOLIC_PROCESS		35	-0.52245986	-1.8348234	0.0	0.029591039	0.937	3590	tags=46%, list=20%, signal=57%	
GO_REGULATION_OF_RESPONSE_TO_WOUNDING	GO_REGULATION_OF_RESPONSE_TO_WOUNDING		161	-0.39661402	-1.8342505	0.0	0.02947656	0.939	4159	tags=37%, list=23%, signal=48%	
GO_STEROL_HOMEOSTASIS	GO_STEROL_HOMEOSTASIS		78	-0.43734923	-1.8340552	0.0	0.029242054	0.939	4264	tags=45%, list=24%, signal=59%	
GO_PROTEIN_HOMOTETRAMERIZATION	GO_PROTEIN_HOMOTETRAMERIZATION		78	-0.44531634	-1.8289633	0.0	0.030636985	0.946	3288	tags=35%, list=18%, signal=42%	
GO_REGULATION_OF_VASCULATURE_DEVELOPMENT	GO_REGULATION_OF_VASCULATURE_DEVELOPMENT		288	-0.37081093	-1.8282737	0.0	0.030559046	0.946	4638	tags=40%, list=26%, signal=53%	
GO_PEPTIDE_HORMONE_PROCESSING	GO_PEPTIDE_HORMONE_PROCESSING		26	-0.5591864	-1.8255992	0.001776199	0.031337034	0.951	3636	tags=50%, list=20%, signal=63%	
GO_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS		21	-0.5887687	-1.8248725	0.0073664826	0.031276587	0.954	3562	tags=38%, list=20%, signal=48%	
GO_ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS	GO_ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS		66	-0.45252442	-1.8244001	0.0	0.031131621	0.955	3654	tags=41%, list=20%, signal=51%	
GO_NEUTROPHIL_HOMEOSTASIS	GO_NEUTROPHIL_HOMEOSTASIS		16	-0.6212432	-1.8214098	0.0036363637	0.03180134	0.96	4819	tags=50%, list=27%, signal=68%	
GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION		202	-0.38195452	-1.8212142	0.0	0.03159176	0.96	3326	tags=33%, list=19%, signal=40%	
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE	GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE		32	-0.5268588	-1.8183062	0.0017730496	0.032345735	0.964	2217	tags=34%, list=12%, signal=39%	
GO_ACUTE_INFLAMMATORY_RESPONSE	GO_ACUTE_INFLAMMATORY_RESPONSE		96	-0.42233637	-1.8153445	0.0	0.0332104	0.97	4904	tags=46%, list=27%, signal=63%	
GO_NEGATIVE_REGULATION_OF_HEART_CONTRACTION	GO_NEGATIVE_REGULATION_OF_HEART_CONTRACTION		19	-0.5825112	-1.8131976	0.0	0.03370515	0.972	4224	tags=53%, list=24%, signal=69%	
GO_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	GO_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS		50	-0.47481337	-1.8127409	0.0017452007	0.033567246	0.974	3206	tags=40%, list=18%, signal=49%	
GO_SULFUR_COMPOUND_METABOLIC_PROCESS	GO_SULFUR_COMPOUND_METABOLIC_PROCESS		339	-0.35817406	-1.8092527	0.0	0.034650415	0.978	5042	tags=41%, list=28%, signal=56%	
GO_CARDIAC_SEPTUM_MORPHOGENESIS	GO_CARDIAC_SEPTUM_MORPHOGENESIS		65	-0.4544869	-1.8070383	0.0	0.0352123	0.98	3206	tags=32%, list=18%, signal=39%	
GO_RENAL_SODIUM_EXCRETION	GO_RENAL_SODIUM_EXCRETION		17	-0.6149136	-1.8069822	0.0018018018	0.034957685	0.98	327	tags=24%, list=2%, signal=24%	
