NAME	TITLE	SCORE	
HOXC10	na	0.39852178	
ESPNP	na	0.39825773	
GINS1	na	0.39811572	
CLDN9	na	0.39805663	
POU6F2	na	0.39802545	
FAM72A	na	0.3974918	
PCSK1N	na	0.3960885	
PROCA1	na	0.3954992	
ASIP	na	0.39454684	
TBX19	na	0.39389256	
UVRAG-DT	na	0.3937684	
LINC02253	na	0.39362067	
NEURL2	na	0.3923742	
RNU6-850P	na	0.39235058	
LENG8-AS1	na	0.39197838	
GNG4	na	0.39180273	
ITIH6	na	0.39153284	
LINC00884	na	0.39098108	
RASSF10	na	0.3905451	
TRIM60P18	na	0.39044237	
LINC00337	na	0.39025757	
ZNRD2-AS1	na	0.3897309	
SNHG11	na	0.38955492	
ZNF670-ZNF695	na	0.38924426	
MORN3	na	0.38814217	
MIR2052HG	na	0.3866071	
SAPCD1	na	0.38591415	
HOXC12	na	0.38565648	
RNF224	na	0.38418815	
PTCD1	na	0.38397092	
LMCD1-AS1	na	0.3835856	
TNNC2	na	0.3834755	
CCNE1	na	0.38214198	
LINC00526	na	0.38189894	
LINC00958	na	0.38098308	
DSG1-AS1	na	0.38038114	
H4C14	na	0.37940335	
KRT23	na	0.37934318	
NR6A1	na	0.37854677	
BMP7	na	0.37836194	
CEP83-DT	na	0.3779601	
R3HDML	na	0.3777458	
FAM72C	na	0.3770342	
HOXC13	na	0.3763942	
KLHL31	na	0.37601307	
TCF24	na	0.37529397	
RASSF10-DT	na	0.37498417	
MTBP	na	0.3749358	
STPG3-AS1	na	0.37477595	
F5	na	0.37392318	
SLC5A12	na	0.37367585	
RIPPLY3	na	0.37351996	
CYCSP6	na	0.3725669	
TNFRSF25	na	0.3718377	
TTC30A	na	0.37164086	
ERVW-1	na	0.37121582	
LINC00680	na	0.37102357	
ELF3-AS1	na	0.37094742	
LINC02538	na	0.37078285	
DDX12P	na	0.36937237	
LRRFIP1P1	na	0.3688726	
LINC01285	na	0.36875424	
STX1A	na	0.36875322	
LINC01146	na	0.36791816	
ZNF736	na	0.36771274	
CAMTA1-DT	na	0.36703882	
URAHP	na	0.3667314	
TCFL5	na	0.36652717	
KANTR	na	0.3663453	
PAH	na	0.36506778	
MIR647	na	0.36492786	
DLX3	na	0.36466262	
RIBC2	na	0.36410892	
CEBPB-AS1	na	0.36380562	
OPRD1	na	0.36336797	
PKD1P6	na	0.36316067	
LINC00235	na	0.36218807	
H2BC20P	na	0.36196762	
SRPK3	na	0.36159402	
GABRA3	na	0.36049104	
FOXE3	na	0.36009955	
STPG3	na	0.35930955	
MESP2	na	0.3582984	
CCDC150	na	0.35803998	
KRTAP4-1	na	0.3578722	
GVQW3	na	0.35707727	
GRB7	na	0.35660106	
PCLO	na	0.35648766	
HNF4A-AS1	na	0.3559445	
EIF2AK3-DT	na	0.35563257	
ARMC2	na	0.35549992	
LINC02542	na	0.35530916	
LINC01572	na	0.35515267	
STK4-AS1	na	0.35451683	
WDR88	na	0.3543866	
SUZ12P1	na	0.35417816	
PDZD7	na	0.35372692	
SS18L1	na	0.35358974	
TSPY26P	na	0.35327506	
TMCC1-AS1	na	0.35267523	
BOLL	na	0.35264698	
LINC01605	na	0.35184628	
NKILA	na	0.35138708	
ZNF789	na	0.351137	
MYBL2	na	0.35034165	
PHLDB3	na	0.35029063	
MEX3A	na	0.34993774	
SNORA71A	na	0.34983513	
DBF4B	na	0.34966362	
ANKRD18B	na	0.34931502	
CENPBD1	na	0.34927323	
SAMD15	na	0.34912953	
SRCIN1	na	0.34899974	
TCP10	na	0.34894478	
MAGEA6	na	0.34876674	
HMGA2	na	0.3487033	
CREG2	na	0.34769362	
TMCO1-AS1	na	0.34745714	
LINC00662	na	0.34672397	
SNX25P1	na	0.3463781	
TNFRSF11B	na	0.34560534	
SP8	na	0.34541586	
LINC00653	na	0.34541407	
TSACC	na	0.3452048	
LBX2-AS1	na	0.34475935	
ZNF594	na	0.34470323	
BANF1P2	na	0.34458613	
MOCS3	na	0.34452838	
TRIM17	na	0.34337312	
RPL22P24	na	0.34282175	
LINC02365	na	0.34263673	
ZGPAT	na	0.341867	
RASL10B	na	0.34164226	
ABCA9-AS1	na	0.3415813	
KDM4D	na	0.34130597	
MAMSTR	na	0.34128973	
WASH2P	na	0.3410458	
LINC01816	na	0.3409923	
IQCD	na	0.3407834	
LINC01006	na	0.3405443	
SLC15A1	na	0.34037495	
SMC1B	na	0.34033543	
LINC00939	na	0.33998513	
RSPO4	na	0.33996794	
NRCAM	na	0.33994758	
LINC02026	na	0.33992568	
TM4SF19-AS1	na	0.33956447	
ZKSCAN2-DT	na	0.3394405	
EFHC1	na	0.3388645	
RAP1GAP	na	0.3388317	
CFAP74	na	0.33873424	
HOXC-AS1	na	0.33860138	
CAMKV	na	0.33805734	
BRSK2	na	0.3379684	
CASC9	na	0.33742297	
PROSER2-AS1	na	0.33734724	
LY6E-DT	na	0.3366966	
SH2D5	na	0.33664796	
CDKN2A	na	0.33646673	
PTPRG-AS1	na	0.3364644	
MCM8	na	0.33594793	
BOLA3-AS1	na	0.33573404	
PMS2P3	na	0.3356296	
ZNF891	na	0.33488902	
LINC01376	na	0.33468607	
CFAP52	na	0.3346482	
CDIPTOSP	na	0.334622	
KIF14	na	0.33403197	
OGDHL	na	0.33373484	
RAD54B	na	0.3336119	
LINC00649	na	0.33357993	
NAPB	na	0.3335565	
ADGRV1	na	0.33350524	
ZNRD1ASP	na	0.333215	
SOAT2	na	0.3331794	
SPSB2	na	0.3330638	
UBE2C	na	0.33254242	
CENPI	na	0.33249348	
CKAP2L	na	0.33220246	
H2BC19P	na	0.33216473	
CYP2T3P	na	0.33208027	
LINC02678	na	0.33195528	
RABGEF1	na	0.33165047	
RNF182	na	0.33151484	
OR2B6	na	0.33120725	
CCDC87	na	0.33109325	
F2	na	0.33088377	
ATAD5	na	0.33051556	
GDPD5	na	0.33034563	
SNORA71B	na	0.3301458	
LINC00887	na	0.32996368	
SHLD1	na	0.32990158	
ZNF114	na	0.32936162	
KCNS1	na	0.32933965	
KIF18B	na	0.32920572	
C3orf67	na	0.32911718	
MAP7D2	na	0.32901043	
C1orf112	na	0.32888192	
AIRE	na	0.32860532	
ZYG11A	na	0.3283601	
TMEM198	na	0.3283425	
SSUH2	na	0.3281274	
KCNJ14	na	0.32803288	
MTERF1	na	0.32769215	
NSMCE1-DT	na	0.32766816	
CBY2	na	0.32758388	
GJC3	na	0.32689714	
FBXL18	na	0.3268432	
SYT7	na	0.32664415	
GAS2L3	na	0.3264647	
FAM227A	na	0.32626215	
GEMIN8P4	na	0.32620078	
TRIM80P	na	0.32614416	
RNF32	na	0.32573807	
KHDC1	na	0.32547352	
TTC41P	na	0.3254321	
SLC25A5P5	na	0.32538047	
ALOX12P2	na	0.32475224	
KCNT1	na	0.324709	
MCMDC2	na	0.3245257	
ARID3A	na	0.3241488	
RHBG	na	0.32395294	
SERPINA10	na	0.32365936	
TUBG1P	na	0.32342264	
NINJ2-AS1	na	0.32332185	
KIAA1841	na	0.32329836	
DRAIC	na	0.32325366	
LINC01876	na	0.322961	
CHTF18	na	0.32281744	
TTC30B	na	0.32256114	
DPY19L1P2	na	0.3225319	
GCC2-AS1	na	0.32220486	
CLDN3	na	0.3220381	
TUBB1	na	0.32189932	
RIIAD1	na	0.32173905	
LBX2	na	0.32162598	
LINC01136	na	0.32115385	
LINC01176	na	0.32094845	
SNORA71C	na	0.3209347	
KCNMB3	na	0.32073504	
RAB30-DT	na	0.3203797	
LINC02254	na	0.32033122	
ST6GALNAC4P1	na	0.3202153	
OR7E38P	na	0.3201839	
C1orf61	na	0.31991267	
CYP51A1-AS1	na	0.3197103	
PLSCR2	na	0.31921774	
PPT2-EGFL8	na	0.31910726	
SERPIND1	na	0.3190081	
NEK2	na	0.31894338	
MYO18B	na	0.31885839	
PILRB	na	0.31878582	
TUBB3	na	0.3187807	
L3MBTL1	na	0.3187054	
RSKR	na	0.3184601	
SPIN3	na	0.31816998	
CALML3-AS1	na	0.3175834	
DLGAP4-AS1	na	0.3173775	
LINC02313	na	0.31727377	
EVX1	na	0.31704444	
FAR2P2	na	0.31686917	
ZNF813	na	0.31676918	
MMP24	na	0.31669727	
MAGEA3	na	0.31651732	
SNHG30	na	0.31633496	
LGSN	na	0.3162705	
SLC35D3	na	0.3159353	
EPOP	na	0.31585142	
MAPK15	na	0.31566355	
CCDC162P	na	0.3156313	
PIF1	na	0.31546822	
MOSPD1	na	0.31541163	
MRPL53	na	0.3153833	
ARHGAP40	na	0.31507564	
APOA2	na	0.3146588	
SYT13	na	0.3144996	
DSN1	na	0.31447235	
CENPA	na	0.31445736	
LINC01560	na	0.3143494	
C1QBPP2	na	0.3142951	
CENPQ	na	0.31400585	
ACTR5	na	0.31379515	
CLCNKA	na	0.3135124	
APOC3	na	0.31338936	
HCG15	na	0.31323636	
TTK	na	0.31312275	
RN7SKP269	na	0.313055	
CEP126	na	0.31273064	
KLF2P1	na	0.31245825	
TMEM74B	na	0.3121976	
C21orf58	na	0.31201372	
TROAP	na	0.3118056	
ZSWIM3	na	0.31164917	
TOP2A	na	0.31120726	
SP5	na	0.3110899	
CACNG4	na	0.31100103	
RPS20P33	na	0.31099647	
KIFC1	na	0.310693	
CAPN12	na	0.31067866	
TPT1-AS1	na	0.31060484	
CLDN6	na	0.3106026	
HCAR1	na	0.31039277	
CHKA	na	0.31006047	
AIFM3	na	0.309866	
MRGBP	na	0.30919713	
VWA5B1	na	0.3087535	
DACT2	na	0.3086759	
TMEM145	na	0.30859205	
BCL2L10	na	0.30843768	
GGT7	na	0.30831733	
TTC32	na	0.30819172	
ZNF701	na	0.3079712	
LINC02709	na	0.30785513	
HOXC9	na	0.3076981	
GTF2IP13	na	0.30761847	
RPL39L	na	0.30759257	
ARHGEF19	na	0.30728626	
MSH5-SAPCD1	na	0.30662328	
KRT8P12	na	0.30653244	
LINC01431	na	0.3060678	
LINC00501	na	0.30605936	
NPW	na	0.30596918	
SPTBN2	na	0.30580136	
CACNA1D	na	0.30565795	
UPF3B	na	0.30536067	
DSG1	na	0.30531648	
MYADML2	na	0.30504397	
DLK2	na	0.30491272	
POU5F1B	na	0.3048595	
FADS6	na	0.3046152	
LRRC56	na	0.3043868	
PCNX2	na	0.30436775	
WDR35	na	0.30380553	
E2F1	na	0.30298808	
LINC00479	na	0.3029073	
LINC01535	na	0.302817	
HM13-IT1	na	0.3026721	
TMEM147-AS1	na	0.30264503	
CENPJ	na	0.30256528	
HCN3	na	0.30245423	
DHX35	na	0.30229202	
ZNF75A	na	0.30201954	
MATN1	na	0.30169144	
DNAH17-AS1	na	0.30154732	
METTL27	na	0.30142957	
DLGAP1-AS2	na	0.30126482	
MORF4L2-AS1	na	0.30089802	
SHOX2	na	0.3007501	
PIGZ	na	0.30065212	
DNASE1	na	0.30054837	
TCP10L2	na	0.3002015	
PRSS41	na	0.30017975	
DPY19L2P3	na	0.30002967	
STAM-AS1	na	0.2998215	
GCNA	na	0.2997897	
BHLHB9	na	0.2996579	
LINC02387	na	0.29957765	
ZNF519	na	0.29956278	
DPY19L1P1	na	0.29943058	
SCRN1	na	0.29938278	
DUXAP9	na	0.29934585	
CELF3	na	0.29931763	
FOXP4-AS1	na	0.29915616	
WDR62	na	0.29903036	
RGN	na	0.29867005	
ZNF280A	na	0.29862508	
WDR27	na	0.29850203	
ANXA9	na	0.29848337	
AURKA	na	0.2984499	
SGO2	na	0.29834616	
HROB	na	0.29814866	
LCN12	na	0.2981058	
ERVH48-1	na	0.2980808	
TMEM184A	na	0.29807714	
NBPF20	na	0.29801255	
NANP	na	0.29763332	
LINC01273	na	0.29755375	
TATDN2P2	na	0.29736546	
ZNF695	na	0.29731783	
MS4A15	na	0.29683962	
MYBPHL	na	0.2967741	
GTF2IP20	na	0.29653925	
PCP2	na	0.2964924	
LINC02562	na	0.2964235	
C3P1	na	0.29634312	
ANO3	na	0.29587686	
PROC	na	0.29580814	
MFSD4B	na	0.2957322	
HEATR4	na	0.29550958	
SYT12	na	0.29542032	
AMBP	na	0.295314	
CCDC28A-AS1	na	0.29504985	
SYNE4	na	0.29490742	
HCG11	na	0.29473874	
PRPF40B	na	0.2944047	
CCT6P3	na	0.29437485	
PRSS51	na	0.2943139	
VWA2	na	0.29423892	
WDR66	na	0.29412895	
C2orf92	na	0.2941157	
OTUD3	na	0.29403058	
TRPM2-AS	na	0.29387257	
FNDC11	na	0.29378408	
CDC6	na	0.29372767	
GTF2IP14	na	0.29357558	
LHFPL5	na	0.2934184	
TMEM270	na	0.2933668	
DLL3	na	0.29335502	
PCDHGB1	na	0.29316357	
MARK1	na	0.2931578	
HOXC11	na	0.29301274	
NRSN2-AS1	na	0.29295048	
ALMS1-IT1	na	0.2928646	
LACTB2-AS1	na	0.2927123	
RNF139-AS1	na	0.29266262	
CCDC138	na	0.29260543	
ANKRD26	na	0.29234353	
RCC2P6	na	0.29222572	
SLC17A9	na	0.29206142	
LINC01124	na	0.29188037	
MYOM3	na	0.29184073	
DUSP15	na	0.2915587	
FUT1	na	0.291528	
ZNF530	na	0.29113165	
TIGD1	na	0.29100507	
LINC02604	na	0.29100403	
SLC26A1	na	0.290803	
HOXD10	na	0.29045445	
KCNG3	na	0.29036498	
DRD2	na	0.29027086	
FOXA2	na	0.290233	
CDK3	na	0.29020357	
PYY2	na	0.29018983	
LINC01271	na	0.28983855	
CCDC24	na	0.28960532	
WNK4	na	0.2895939	
NT5DC4	na	0.28959274	
LINC02280	na	0.2893396	
CBR3-AS1	na	0.28921703	
LINC01004	na	0.28917012	
ZNF252P-AS1	na	0.28907782	
MKRN3	na	0.28889164	
TBC1D32	na	0.28878695	
LZTS3	na	0.288784	
COL6A4P1	na	0.28878343	
ABHD1	na	0.2882576	
LINC01270	na	0.28824487	
ZNF687-AS1	na	0.2881171	
LINC01003	na	0.28775376	
CLCN2	na	0.28765917	
PPP4R1L	na	0.28743818	
CYP2D8P	na	0.28712806	
PGAM1P7	na	0.28673026	
TTLL2	na	0.28672332	
LINC01703	na	0.28658134	
LINC01748	na	0.2863962	
TMEM67	na	0.2863726	
CRYM	na	0.2862744	
HAP1	na	0.2861903	
ZNF887P	na	0.28615862	
MORN1	na	0.28599736	
BBS10	na	0.28596428	
ACBD7	na	0.28587782	
FGF19	na	0.28583205	
CLDN19	na	0.28552747	
SOGA1	na	0.2855231	
PTMAP1	na	0.28535402	
H19	na	0.28533918	
SLC22A31	na	0.2852771	
FAR2P4	na	0.28522414	
DEPDC4	na	0.28489667	
SYNGR4	na	0.2848213	
NUP62CL	na	0.28462175	
LRRC9	na	0.2846131	
CDCA3	na	0.284428	
DOC2A	na	0.28428826	
TMEM65	na	0.2838831	
GDAP1	na	0.2836833	
UCN3	na	0.28351972	
MSTO2P	na	0.2834133	
CSAG3	na	0.2831496	
MEGF11	na	0.2830986	
COL2A1	na	0.28294116	
GTF2IP5	na	0.28291702	
P3H4	na	0.2827364	
DNAH14	na	0.2826728	
LINC00470	na	0.28238848	
BCDIN3D-AS1	na	0.28232038	
TPM3P9	na	0.28231367	
CDH4	na	0.2820614	
H2BC15	na	0.2820338	
ANKRD61	na	0.28200537	
PNPLA3	na	0.28197527	
FBXO2	na	0.28185347	
CNNM3-DT	na	0.28163198	
MIS18A-AS1	na	0.28121984	
MC1R	na	0.28116256	
TBX4	na	0.28087673	
FAM155B	na	0.28079692	
APTR	na	0.28073323	
RBL1	na	0.2806925	
MLXIPL	na	0.28065324	
LINC01948	na	0.28052172	
CCDC18	na	0.28046378	
EPCAM-DT	na	0.2798897	
TRIM71	na	0.27980033	
ATP6V0A4	na	0.27962685	
RTEL1	na	0.27961168	
SOX12	na	0.2795745	
PAXBP1-AS1	na	0.2794351	
C11orf80	na	0.2792881	
TMPRSS13	na	0.27924022	
ODC1-DT	na	0.2791967	
TFAP2E	na	0.27915967	
HPN	na	0.27900308	
SPAG17	na	0.27896303	
PCDHGA8	na	0.2788792	
DRD4	na	0.2788332	
DSCC1	na	0.27870265	
GABRE	na	0.27865955	
PLEKHG6	na	0.27851027	
LPO	na	0.27830786	
ACP7	na	0.27812693	
TTYH1	na	0.2778512	
DLG5-AS1	na	0.27761933	
LINC01348	na	0.27747127	
SPDYE1	na	0.27746916	
KCTD21-AS1	na	0.27743787	
DENND5B-AS1	na	0.27742982	
ARGFXP2	na	0.27731505	
SMYD3	na	0.277081	
ABCG2	na	0.2769992	
TOB1-AS1	na	0.2769508	
WASHC1	na	0.2766327	
ESF1	na	0.27623996	
IFNLR1	na	0.2760649	
WDR92	na	0.27605495	
ZNF713	na	0.27572352	
LGALS7B	na	0.2755893	
HOXC-AS2	na	0.27550733	
GPR83	na	0.27550405	
ODF2-AS1	na	0.27548736	
KIAA2012	na	0.2753931	
PGAP3	na	0.27529106	
TCHH	na	0.27520013	
FAM161A	na	0.27507567	
IGSF9	na	0.27479914	
AQP6	na	0.27467716	
PRSS30P	na	0.2745214	
CENPL	na	0.274428	
POU5F1P4	na	0.27436367	
IZUMO1	na	0.27423042	
LINC00654	na	0.274156	
RPS6KL1	na	0.2738948	
ABCB6	na	0.2736907	
BLM	na	0.2736518	
MFSD2B	na	0.2736399	
STAG3L2	na	0.2734631	
OTOG	na	0.27328977	
KIF26B-AS1	na	0.27319843	
PCDHB2	na	0.2731621	
FAM72B	na	0.272826	
TAF4	na	0.27281448	
EIF4HP2	na	0.2727746	
EME1	na	0.2724271	
SNORA5C	na	0.2721236	
LAMTOR5-AS1	na	0.2721191	
DDX27	na	0.27204883	
ZNF137P	na	0.27183387	
ZNF385C	na	0.271782	
H4C2	na	0.2717565	
LINC01234	na	0.27163172	
FAM166C	na	0.2715287	
DDX11-AS1	na	0.27147353	
ZNF850	na	0.27131623	
SPAG4	na	0.27124456	
FBXL19-AS1	na	0.2712309	
TPX2	na	0.27110186	
DUXAP8	na	0.27099174	
THORLNC	na	0.2709445	
SHOC1	na	0.27065146	
UBE2Q1-AS1	na	0.27058446	
H2AC17	na	0.27055284	
SLC4A9	na	0.27052197	
SMTNL2	na	0.27052194	
HOTAIR	na	0.270425	
HJURP	na	0.27029637	
STAG3L5P	na	0.26999688	
CA4	na	0.26994172	
USP2-AS1	na	0.26982486	
SQLE	na	0.26981446	
ZNF681	na	0.26943192	
GPR143	na	0.26928496	
LINC00910	na	0.26923406	
ENPP7P8	na	0.26922557	
ACTL8	na	0.2690153	
LINC00894	na	0.26900032	
ZNF133	na	0.26895222	
GRIN2B	na	0.26890615	
TAS1R3	na	0.2688224	
FAM222A	na	0.26870647	
CYP2T1P	na	0.26867908	
TBC1D31	na	0.26853952	
NPHP1	na	0.26850957	
HENMT1	na	0.26849687	
CLSPN	na	0.2684895	
MTG2	na	0.2682767	
TTC14	na	0.26820496	
KRIT1	na	0.26820293	
TMED2-DT	na	0.26799574	
ELF5	na	0.26790708	
SMG1P4	na	0.2676569	
PI4KAP2	na	0.26745987	
GCNT7	na	0.26743722	
DUSP9	na	0.26725373	
IGF2BP2-AS1	na	0.26721755	
CAPN10-DT	na	0.26700607	
BAMBI	na	0.2669757	
TICRR	na	0.26693273	
TLCD3B	na	0.26683688	
VWA7	na	0.26682338	
ZNF761	na	0.2662327	
C17orf113	na	0.266138	
GASAL1	na	0.26574728	
NUDT1	na	0.26574174	
SH3GL1P1	na	0.2657408	
C1orf195	na	0.2656617	
MKRN9P	na	0.2655641	
GRID2IP	na	0.26556036	
EXTL3-AS1	na	0.2654687	
HSPBAP1	na	0.26532975	
MRE11	na	0.26503906	
HOXA-AS3	na	0.26491982	
USP49	na	0.26491755	
ACTL10	na	0.2648927	
ACYP1	na	0.26483655	
TMEM17	na	0.26477423	
DGAT2	na	0.26457977	
LINC00630	na	0.26445118	
EGFR-AS1	na	0.26439404	
MIPEPP3	na	0.26409706	
MSTO1	na	0.26394936	
KNG1	na	0.2639183	
MSANTD2	na	0.263707	
RUSC1-AS1	na	0.26362494	
WNT6	na	0.2636217	
PCDHGB4	na	0.26359457	
THUMPD3-AS1	na	0.26358423	
RMI2	na	0.26349077	
SLC13A5	na	0.26334113	
POLR3F	na	0.26308697	
C5orf34-AS1	na	0.2629508	
RPL3L	na	0.2629359	
ISM2	na	0.26289397	
FAM200A	na	0.26285577	
HOXD-AS2	na	0.26279673	
PEX1	na	0.2627239	
VGF	na	0.26265147	
LINC00665	na	0.26263863	
IGFL4	na	0.2622577	
ZNF514	na	0.26224995	
PTCHD3P2	na	0.26210228	
ASLP1	na	0.26196873	
MAP6D1	na	0.26156342	
SNHG17	na	0.26112774	
LINC01730	na	0.26086244	
TIGD3	na	0.26070854	
RNF157-AS1	na	0.26056185	
ZFPM2-AS1	na	0.2604184	
SPATA17	na	0.26021466	
POLR2J3	na	0.2602032	
MCM10	na	0.26019478	
POTEF	na	0.2601819	
ASPM	na	0.260181	
PFDN4	na	0.2601676	
CREB3L4	na	0.2596648	
ZFP41	na	0.25956658	
TEDC2	na	0.2595538	
SKA3	na	0.25934124	
WASH9P	na	0.25930104	
PRAC2	na	0.25925726	
HYDIN	na	0.25923002	
TH	na	0.2592127	
RP9P	na	0.25910097	
GBAP1	na	0.259095	
ASGR1	na	0.25900894	
NBPF11	na	0.25895202	
SMG1P6	na	0.25874355	
IGFL2-AS1	na	0.25866762	
LINC00511	na	0.25865832	
RPS15AP6	na	0.2585372	
TMEM241	na	0.25835267	
TESMIN	na	0.2583226	
AS3MT	na	0.25828865	
RXFP4	na	0.25813633	
TLDC2	na	0.2580743	
UBAC2-AS1	na	0.25798738	
SPIRE2	na	0.25780174	
PRKAR2A-AS1	na	0.25768542	
FRG1JP	na	0.25763854	
HOXC8	na	0.25754985	
WDR93	na	0.25751343	
SPAG5	na	0.25741753	
SLC22A1	na	0.25725225	
ATXN2-AS	na	0.25723988	
HIC2	na	0.25719067	
ZNF595	na	0.25718123	
SFXN5	na	0.2568704	
LEKR1	na	0.25679907	
MIR3150BHG	na	0.25656545	
DNM1	na	0.25653917	
RN7SL381P	na	0.25653487	
PMFBP1	na	0.25647977	
ETNK2	na	0.2562683	
INTS6-AS1	na	0.25608036	
PIFO	na	0.25602716	
RPP21	na	0.25598183	
TLX1	na	0.2559697	
FAM133B	na	0.25593877	
TRMT12	na	0.25583565	
TEKT2	na	0.25583357	
TET1	na	0.25573456	
LIPC	na	0.25571066	
DCST1	na	0.25551933	
S100A1	na	0.25534177	
CCDC122	na	0.25528574	
NUAK2	na	0.25506842	
HSD17B7P2	na	0.25497496	
PADI3	na	0.25484082	
FOXO6	na	0.25469244	
NIFK-AS1	na	0.25454912	
PODXL2	na	0.25435755	
LAMA5-AS1	na	0.25432482	
PET117	na	0.25422677	
WNK2	na	0.2540114	
SCAMP5	na	0.2539702	
SMOX	na	0.25393477	
FAR2P1	na	0.25385994	
PLCG1-AS1	na	0.25378177	
CHRNB2	na	0.2535145	
MINDY4	na	0.25337902	
PSPH	na	0.25335452	
OXTR	na	0.2532134	
DLGAP1-AS1	na	0.25317544	
AZIN1-AS1	na	0.25315157	
HMGN2P28	na	0.2530922	
CEP164	na	0.25291094	
PRR11	na	0.25277337	
LINC02577	na	0.25277165	
SYPL1P2	na	0.2527071	
ANKS3	na	0.25264272	
CNTNAP2	na	0.25239438	
ALG10B	na	0.25220612	
CCHCR1	na	0.25160176	
MYH16	na	0.25159422	
LINC00174	na	0.25150937	
NPFFR1	na	0.25149408	
FANCB	na	0.2513146	
KLHL7-DT	na	0.2511682	
FAM47E	na	0.25112987	
MYT1	na	0.25109303	
RECQL4	na	0.2508525	
CCDC183	na	0.25084653	
NEK3	na	0.25083804	
TTR	na	0.25079077	
ASCL2	na	0.2507139	
H2BC11	na	0.25066823	
LINC02405	na	0.25057194	
HMGB1P24	na	0.25053087	
L1CAM	na	0.25040057	
LINC00862	na	0.25030464	
LINC02028	na	0.2502845	
PLEKHG5	na	0.2502277	
SCUBE3	na	0.25001034	
SPATA33	na	0.2499961	
LIN7B	na	0.2498926	
RBM48	na	0.24982695	
CNBD2	na	0.24970327	
APOA1	na	0.24969277	
ERCC6L	na	0.2496105	
LINC00471	na	0.24949414	
TTI1	na	0.24939083	
LINC00634	na	0.249079	
LINC02569	na	0.24886553	
TRIM67	na	0.2488619	
AMT	na	0.24879722	
PTPDC1	na	0.24879529	
CCDC183-AS1	na	0.24877252	
FTCD	na	0.2487319	
LDLRAD3	na	0.24870667	
ZNF117	na	0.24859633	
PSRC1	na	0.24844083	
ATP6V1B1	na	0.24843056	
CLPSL1	na	0.24834798	
PCDH8	na	0.24829178	
MYLK-AS1	na	0.24823019	
FAM131C	na	0.24818003	
RGPD8	na	0.24816658	
ARHGAP39	na	0.24816188	
TEX21P	na	0.24790335	
ZNF492	na	0.24774097	
PDZK1	na	0.24769153	
ZNF259P1	na	0.24767822	
ESPL1	na	0.24767767	
SPATA46	na	0.24761693	
RBP4	na	0.24757189	
LRRC75B	na	0.24755764	
MDH1B	na	0.24737328	
WASIR2	na	0.24735849	
KIF4A	na	0.2471871	
LRRC23	na	0.24705717	
ADNP-AS1	na	0.24701603	
LINC00261	na	0.2468847	
SPATA2	na	0.2467826	
FAM133DP	na	0.24675056	
SGO1	na	0.24671856	
GET4	na	0.24651106	
STKLD1	na	0.24645633	
DNAH3	na	0.24640766	
TM4SF1-AS1	na	0.24639736	
SND1-IT1	na	0.24631262	
IFT81	na	0.24623783	
