NAME	TITLE	SCORE	
SRL	na	0.45490372	
ADAMTS15	na	0.45470843	
EPPK1	na	0.45463774	
GRB7	na	0.45459095	
SKIDA1	na	0.4543613	
ADA	na	0.45428422	
WNT7A	na	0.45309505	
SCN2B	na	0.45294774	
IMPDH1P8	na	0.45294207	
MPP6	na	0.45292553	
PLAAT1	na	0.45288843	
HM13-IT1	na	0.4521904	
GPR156	na	0.45208535	
RIC3	na	0.45176995	
KLHL30	na	0.45131713	
BUB1	na	0.4511988	
PCK1	na	0.45108363	
KCNQ3	na	0.4508017	
LINC02609	na	0.45076418	
EME1	na	0.45057762	
PCSK1N	na	0.4504952	
APLP1	na	0.44967663	
CNGB1	na	0.44950414	
SLC4A3	na	0.44902924	
OBSCN-AS1	na	0.44890657	
OR7E128P	na	0.44862363	
LINC00954	na	0.44860804	
ZNF572	na	0.44846934	
ZNF334	na	0.44846264	
KRT7-AS	na	0.44764894	
WTIP	na	0.44742307	
SLC14A2	na	0.44731647	
TCF15	na	0.44725886	
MAJIN	na	0.44717392	
ESRRB	na	0.4471638	
MS4A15	na	0.4467831	
KLF2P4	na	0.44672322	
MAG	na	0.4466664	
PLCD3	na	0.44655854	
OTUD1	na	0.445766	
SRSF12	na	0.44565287	
ADGRL2	na	0.4452023	
CCNYL2	na	0.44487333	
EPHX4	na	0.44465056	
FCHO1	na	0.4443941	
DMGDH	na	0.4443039	
TRIM46	na	0.44354647	
LRRC3	na	0.44353047	
GLDC	na	0.44337136	
ADRA1B	na	0.44336167	
MBOAT2	na	0.44316188	
TDRKH	na	0.44238114	
CDKL2	na	0.44162765	
IGF2BP3	na	0.4415753	
ITGA7	na	0.44105068	
LINC00526	na	0.44062966	
SCHIP1	na	0.4406113	
TRAF3IP2-AS1	na	0.4403012	
PDCL2	na	0.4401767	
DIRC3	na	0.44016957	
KCNE2	na	0.44013962	
ZNRD1ASP	na	0.43991637	
NR6A1	na	0.43987602	
MYH7	na	0.4397174	
LINC00630	na	0.43947834	
GPR179	na	0.43946868	
THBS3	na	0.43940428	
LINC00494	na	0.43932235	
KLHL30-AS1	na	0.43921664	
ATP6V1B1	na	0.43893382	
TRHDE	na	0.43873402	
LINC00470	na	0.43862948	
RUNDC3A	na	0.4383785	
EIF3EP1	na	0.4382209	
COL11A2	na	0.43761963	
MIXL1	na	0.43662277	
KIF5A	na	0.4365808	
PRR11	na	0.43640196	
DUXAP9	na	0.43619227	
HPD	na	0.43594432	
PRDM11	na	0.43576366	
ELFN2	na	0.4356519	
CDC25B	na	0.43549433	
TRO	na	0.43548727	
PVALB	na	0.4352473	
BRINP1	na	0.43481907	
FAM83D	na	0.43383664	
SYCP2L	na	0.43366656	
ARHGAP28	na	0.4334545	
FBN3	na	0.43302777	
CRTAC1	na	0.4326709	
DGKG	na	0.43265688	
YPEL4	na	0.43240014	
SPIRE1	na	0.4323588	
CRABP1	na	0.43168077	
SGCG	na	0.431604	
GCK	na	0.4309965	
LRP8	na	0.43098342	
UNC13D	na	0.43095887	
NR1I2	na	0.4305953	
ADAMTS16	na	0.42900032	
PIK3CA	na	0.42899454	
LINC01518	na	0.42890352	
LMO1	na	0.42883167	
CLCN2	na	0.42881608	
MPP2	na	0.42878574	
TOMM40P1	na	0.42867705	
HELZ2	na	0.428606	
RNF144A-AS1	na	0.42854345	
ARHGAP40	na	0.42769694	
BHMT2	na	0.42760625	
HSPD1P4	na	0.427083	
MAFA	na	0.4270651	
POU2F3	na	0.42657337	
ERAS	na	0.42654413	
FSD1	na	0.4255507	
ZGPAT	na	0.4254872	
SIMC1	na	0.42540708	
CHST13	na	0.425384	
LINC02693	na	0.4252497	
YBX2	na	0.42455876	
TUB	na	0.42422846	
SCAMP5	na	0.4241136	
ZNF648	na	0.42404556	
CELF4	na	0.423915	
RNF165	na	0.42384547	
NPTXR	na	0.4236421	
EIF1B-AS1	na	0.4236125	
GABRG3	na	0.42332777	
HOXA4	na	0.4230856	
FANCE	na	0.4224171	
SYNGR3	na	0.4223646	
DTNA	na	0.42208582	
SLFNL1	na	0.42188376	
ZNF790-AS1	na	0.42171198	
SLC22A17	na	0.42150185	
PGBD5	na	0.4213646	
CYS1	na	0.42082718	
CRYAB	na	0.4207369	
GLS	na	0.42069766	
GLP1R	na	0.42069718	
ABCA3	na	0.42055324	
CDKN2B	na	0.42047375	
DAGLA	na	0.42021766	
MYOZ1	na	0.4198926	
TTBK1	na	0.41967973	
RAB42	na	0.4195896	
ZNF302	na	0.4195005	
TPX2	na	0.4191722	
TBC1D31	na	0.41877544	
KIF2C	na	0.41859016	
CPNE8	na	0.41831356	
TMEFF1	na	0.41822997	
MIR31HG	na	0.41808605	
LRRFIP1P1	na	0.4177744	
BSN	na	0.417774	
ASAP3	na	0.4176636	
SMIM10L2A	na	0.4175986	
UPK1A	na	0.4175387	
ME1	na	0.4170076	
IRS2	na	0.41699228	
PDE6B	na	0.4167994	
PPP2R3A	na	0.41638315	
NDC80	na	0.4162546	
GDPD2	na	0.4160837	
WDR17	na	0.41603932	
BEND3	na	0.4157676	
SNAP25	na	0.41570878	
PCDH10	na	0.4156884	
CCIN	na	0.4155185	
ROBO3	na	0.4153932	
LINC02575	na	0.41526806	
DOK5	na	0.4147852	
MRAS	na	0.4146771	
RGPD8	na	0.4142356	
TMCC3	na	0.4140495	
TRIP13	na	0.4137067	
TUBB6	na	0.41350004	
CYP26C1	na	0.41328615	
KCNK3	na	0.413254	
LINC02864	na	0.41312996	
ZDHHC19	na	0.41306716	
ADCY5	na	0.41303444	
BCAM	na	0.41292888	
TMCC1-AS1	na	0.41281217	
RAD9B	na	0.41220513	
DSCR9	na	0.41203484	
LINC01234	na	0.41168472	
GSDME	na	0.41152433	
GCGR	na	0.41115814	
BTBD19	na	0.41094977	
LINC00472	na	0.4107102	
SEMA6C	na	0.41066146	
CHODL	na	0.41039208	
LINC01460	na	0.41030127	
ZFPM2-AS1	na	0.4102007	
N4BP3	na	0.4095412	
HCG15	na	0.40931505	
NUAK2	na	0.40931502	
SPSB4	na	0.4093088	
GFAP	na	0.40879163	
TBKBP1	na	0.40830702	
PLEKHG4	na	0.40825504	
CBX6	na	0.40801015	
SSTR1	na	0.40795642	
ZNF717	na	0.40721664	
TMEM170B	na	0.4071794	
CKS1B	na	0.4067835	
BACH2	na	0.40676442	
PSAT1	na	0.40669224	
KRT7	na	0.40606102	
AUNIP	na	0.40573275	
ZNF157	na	0.40557402	
LOXL3	na	0.40553835	
WNT10A	na	0.4055272	
ZNF662	na	0.40535948	
RNF139-AS1	na	0.4052964	
BCAS4	na	0.40488905	
PRRT4	na	0.4048602	
BNC2-AS1	na	0.40485802	
LRRC37A6P	na	0.40477997	
TEX15	na	0.4043155	
DNM1	na	0.404191	
ZNF229	na	0.40407366	
PLAC1	na	0.40407225	
SFMBT1	na	0.4039777	
SLC38A9	na	0.40377575	
EVC	na	0.40374282	
NINL	na	0.40370542	
CKAP2L	na	0.4035278	
PAPLN	na	0.40345755	
ADNP-AS1	na	0.40335637	
PLAGL2	na	0.40318176	
SLC16A10	na	0.40275493	
ACTL8	na	0.40244177	
FAM20A	na	0.40235633	
ACTRT3	na	0.4021703	
AHNAK2	na	0.401861	
SSC4D	na	0.40180743	
C19orf57	na	0.4017683	
COL26A1	na	0.4012844	
GDF6	na	0.40125766	
UST	na	0.40119293	
TMTC1	na	0.40112412	
RNF112	na	0.40098175	
SNX10	na	0.40072584	
LRRC8C-DT	na	0.40058738	
OR2B6	na	0.40033317	
LINC02610	na	0.4000806	
SLCO3A1	na	0.39979663	
FBXO27	na	0.39942655	
LRRC75A	na	0.39920205	
LRRTM4	na	0.3990746	
MYH6	na	0.3988791	
AVPR2	na	0.39873087	
CDKN2B-AS1	na	0.39868605	
LIX1	na	0.39797527	
COMP	na	0.3977162	
IQGAP3	na	0.39759806	
CILP2	na	0.39755508	
CYRIB	na	0.39737293	
KIRREL2	na	0.39723355	
SUGCT	na	0.39721414	
SLC12A3	na	0.39692003	
NUPR2	na	0.3968598	
KCNT2	na	0.39684913	
TICRR	na	0.39684638	
GRAMD1B	na	0.3967512	
SGCE	na	0.39648423	
ZBTB46	na	0.39645597	
SNX32	na	0.3963321	
RDM1	na	0.39630345	
ZNF687-AS1	na	0.3961334	
MAP7D2	na	0.39609733	
CIP2A	na	0.39590925	
KCNJ12	na	0.3956345	
WNT3	na	0.39543954	
TATDN1	na	0.39541805	
C2CD6	na	0.39504588	
FAM184A	na	0.39437926	
USP51	na	0.39433315	
KLF11	na	0.39431056	
DSCR8	na	0.39408028	
TSPAN10	na	0.39396393	
RIMS4	na	0.39381653	
DGAT2	na	0.39371336	
TMPRSS6	na	0.39325082	
FXYD7	na	0.39317992	
ABCG4	na	0.3927787	
FGD5P1	na	0.39271006	
ARHGAP4	na	0.39268124	
CACNA2D2	na	0.39267552	
NKAIN1	na	0.39263532	
NYAP1	na	0.39246413	
C20orf203	na	0.39244318	
TSPEAR	na	0.3921282	
KCTD19	na	0.39201918	
MCM10	na	0.39196703	
DEPDC1	na	0.39157403	
LY6G5B	na	0.39142197	
DPYSL5	na	0.39105314	
NKX2-8	na	0.39100292	
PIF1	na	0.3908359	
INAVA	na	0.3903433	
ZNF730	na	0.390264	
SIGLEC17P	na	0.38994932	
UBE2C	na	0.38963783	
FGFR3	na	0.38961187	
CPAMD8	na	0.38936135	
LRATD2	na	0.38913262	
CABLES2	na	0.38884965	
CCNYL1	na	0.3886863	
P3H2	na	0.38848937	
PRRX2	na	0.3882765	
ARL6IP6	na	0.388127	
RAB6B	na	0.3881251	
AIF1L	na	0.38805184	
DEPDC1B	na	0.38782936	
CPNE8-AS1	na	0.3877753	
IFIT1	na	0.3877268	
MYO15A	na	0.38767755	
HSF2BP	na	0.38759255	
SLC35F5	na	0.3875713	
SEC14L1P1	na	0.38751876	
CD22	na	0.3873081	
ADAM33	na	0.38730308	
EPM2AIP1	na	0.3871978	
CHST15	na	0.3861098	
TMEM272	na	0.3860547	
DNMT3B	na	0.38589567	
SGSM1	na	0.385689	
HOGA1	na	0.3854006	
NDRG4	na	0.38538775	
CENPI	na	0.3851917	
MYO7B	na	0.3851121	
CDON	na	0.3849394	
LINC02870	na	0.38477826	
SOWAHC	na	0.38470826	
PRSS21	na	0.3842177	
AACSP1	na	0.3841503	
PI4KAP2	na	0.3833597	
TSPEAR-AS1	na	0.38324046	
ANO2	na	0.3832301	
BIRC7	na	0.38318634	
FOXO6	na	0.38279447	
SOCS3	na	0.38259405	
LRRN1	na	0.38217995	
CENPO	na	0.38113376	
SMC4	na	0.38112667	
TMEM41A	na	0.38065776	
OSER1-DT	na	0.38050637	
RTBDN	na	0.38002303	
SHROOM4	na	0.37998635	
SPC24	na	0.3798518	
E2F2	na	0.37978548	
NOL4L	na	0.3790207	
GINS4	na	0.37900403	
TEPP	na	0.37887907	
AMOTL2	na	0.37869343	
GALNT14	na	0.37847057	
MUC20-OT1	na	0.37845007	
TRHDE-AS1	na	0.37827533	
TSPAN18	na	0.37814897	
CARD14	na	0.3778782	
BCORL1	na	0.37784523	
TECTA	na	0.3777013	
ZNF354C	na	0.3771977	
CAMKV	na	0.37715888	
SETBP1	na	0.37713656	
ABCA4	na	0.37678418	
ZNF22-AS1	na	0.37650886	
TMEM169	na	0.37645087	
SNCG	na	0.37626252	
OLFM2	na	0.37613454	
HJURP	na	0.37599713	
CCDC8	na	0.3759056	
UPK2	na	0.37575114	
LRCH2	na	0.37555066	
MFF-DT	na	0.3754948	
SLC7A9	na	0.37548527	
PLSCR1	na	0.37542817	
LGALS7B	na	0.375364	
UBE2V1	na	0.37535617	
NCAPH	na	0.37522268	
NMU	na	0.37509534	
PBX2P1	na	0.37478524	
CT45A10	na	0.37450844	
SENP2	na	0.37427786	
FTOP1	na	0.37426773	
KIF23	na	0.37421435	
LINC00471	na	0.37402433	
ZNF98	na	0.3738964	
CDCA5	na	0.37387916	
ABCD1	na	0.3735422	
LINC01456	na	0.3734359	
WASF1	na	0.37327936	
MCCC1-AS1	na	0.3730027	
MAP1LC3C	na	0.37281033	
LRRN4	na	0.37277803	
MAP3K12	na	0.37251756	
LINC01561	na	0.3724771	
WWC2	na	0.3724663	
EMC3-AS1	na	0.3719507	
ADRA1D	na	0.37175018	
ACACB	na	0.37173346	
PPP4R1L	na	0.37139168	
DNA2	na	0.37100127	
SLC12A5	na	0.37099862	
ARMCX1	na	0.37086263	
LPIN3	na	0.37084937	
MPV17L	na	0.37058792	
PRKCI	na	0.3705315	
BHMT	na	0.37041822	
TMEM65	na	0.37026384	
KHK	na	0.37024122	
PEG10	na	0.36987	
CASP10	na	0.36975512	
TTYH2	na	0.3690667	
P2RY6	na	0.3690445	
COL9A1	na	0.36893156	
LRRC37A9P	na	0.36879706	
LINC01842	na	0.3687967	
GGT7	na	0.36849147	
MMP24	na	0.36832863	
RASGEF1C	na	0.36794698	
JPH2	na	0.36766082	
RAPGEF3	na	0.36763892	
NAALAD2	na	0.36761054	
PLPP4	na	0.36760253	
PELI2	na	0.36756724	
RSRC1	na	0.36748883	
CAND2	na	0.36732334	
COL9A2	na	0.36715752	
MAP6D1	na	0.36714432	
ZNF850	na	0.36709353	
FABP3	na	0.36708137	
GABRR1	na	0.36707532	
MTFR2	na	0.3670453	
SLC7A4	na	0.3670404	
PTPN5	na	0.36666414	
ASH1L-AS1	na	0.36662	
KRTAP2-3	na	0.36656186	
KCNG3	na	0.36655778	
FNDC4	na	0.36613706	
PRX	na	0.36592788	
RAPSN	na	0.3656891	
SLITRK2	na	0.3655674	
TEN1-CDK3	na	0.36534038	
KIF7	na	0.36519086	
INSYN1-AS1	na	0.36510456	
TSPEAR-AS2	na	0.36489132	
PYGM	na	0.36488253	
ZNF239	na	0.36478278	
ASS1	na	0.3646485	
BMP7	na	0.36450517	
PCOLCE2	na	0.36391574	
C8orf88	na	0.3637372	
INE1	na	0.36344385	
SLC17A9	na	0.36340445	
PRSS45P	na	0.36325943	
TMEM237	na	0.3632592	
MFSD2B	na	0.36295557	
AKR1B1	na	0.36280468	
B3GNT3	na	0.36280227	
CPS1	na	0.36262563	
INHBE	na	0.36262023	
FGF14-AS2	na	0.36208522	
KCNJ3	na	0.36200204	
CACNA1B	na	0.3619451	
LINC01356	na	0.361738	
SCN3B	na	0.36171594	
ACSF2	na	0.3616595	
SDR42E1	na	0.36153463	
KLHDC8B	na	0.36153442	
ABCA17P	na	0.36093053	
GTF3C2-AS1	na	0.36079228	
APBB1	na	0.36078215	
ITGB3	na	0.36065805	
DBF4B	na	0.36046454	
IL11RA	na	0.36028996	
PRKCE	na	0.36005035	
MUC15	na	0.35994425	
IGLON5	na	0.35979018	
TMEM221	na	0.35969982	
CDC7	na	0.35908347	
ATP8B2	na	0.35891193	
ORC1	na	0.35876766	
GRIN2C	na	0.3587293	
NEURL1	na	0.35843557	
ESPNP	na	0.35840544	
TCFL5	na	0.3581849	
ENHO	na	0.3581749	
MCRIP2P1	na	0.35806555	
FAM72B	na	0.35803643	
SUSD4	na	0.35787535	
LHFPL3-AS2	na	0.35784733	
MROH6	na	0.3574732	
RTN3P1	na	0.35733607	
RUFY4	na	0.3573214	
CEBPA-DT	na	0.35729668	
CCDC155	na	0.35728747	
RND2	na	0.3569867	
INA	na	0.35688686	
GALNT18	na	0.35648042	
IGSF23	na	0.35633993	
LAMP3	na	0.3561401	
TTC22	na	0.35595024	
ZFHX4	na	0.3557891	
CCDC194	na	0.35566074	
KCNT1	na	0.35549742	
BLACAT1	na	0.35548064	
PRRG1	na	0.35509938	
SLC22A15	na	0.35503593	
TMIE	na	0.35500997	
NEFH	na	0.35482144	
MAGEA11	na	0.35480663	
SLC6A17	na	0.35461313	
PLCD4	na	0.35455784	
NUAK1	na	0.35455415	
KCTD1	na	0.35432565	
NUDT16P1	na	0.35430717	
TCEAL5	na	0.35404447	
ADAM17	na	0.35394496	
RARRES1	na	0.35364375	
RPS2P32	na	0.35360563	
HDX	na	0.35342425	
NLRP1	na	0.3530322	
ZNF695	na	0.3528507	
GCNA	na	0.35261965	
C2orf16	na	0.35255876	
RHOXF1P1	na	0.35241407	
ECE2	na	0.35240045	
GPLD1	na	0.3522634	
PLSCR2	na	0.35215837	
SNHG12	na	0.3520489	
COX4I2	na	0.35201237	
SLCO4C1	na	0.35196075	
SNTA1	na	0.35174686	
PTPN13	na	0.35169995	
RUNDC3A-AS1	na	0.3516489	
SH2D2A	na	0.35152337	
EBF4	na	0.35124868	
NEMP2	na	0.35117176	
ST8SIA5	na	0.35114145	
MAMSTR	na	0.35108	
USH1G	na	0.35078532	
TNFSF10	na	0.35075712	
RAD51AP1	na	0.35074085	
SLFNL1-AS1	na	0.3506707	
KLHL5	na	0.35054073	
CDR2L	na	0.35048643	
ZNF726	na	0.35031006	
AMN	na	0.35027424	
PADI3	na	0.34980783	
FAAP24	na	0.34961107	
C1GALT1C1L	na	0.34959254	
MCCD1	na	0.34926012	
ANGPT4	na	0.34921828	
MAGEE1	na	0.3490033	
TAFA3	na	0.34893677	
TBX4	na	0.34869888	
TULP1	na	0.34864265	
CR2	na	0.34848636	
PLAGL1	na	0.3483915	
SPC25	na	0.34806204	
FER1L5	na	0.34800458	
SOHLH1	na	0.34799793	
DEUP1	na	0.34795907	
FAR2P4	na	0.34790587	
SORCS3	na	0.3479004	
DLEU2	na	0.34780207	
KCP	na	0.34779942	
FGF18	na	0.34770307	
ZNF512	na	0.3475014	
RSAD2	na	0.3473982	
DENND5B	na	0.3473075	
SLC16A5	na	0.34725088	
RAB40A	na	0.34716493	
MYBL2	na	0.34716383	
VTCN1	na	0.34701565	
DDX50P1	na	0.34690428	
SCX	na	0.34674373	
SYCP2	na	0.3467279	
LIN28B	na	0.34663513	
PKD1P6	na	0.3465036	
NRROS	na	0.3464896	
GPR143	na	0.3461365	
GAREM2	na	0.34577948	
THPO	na	0.34576333	
ALOX15B	na	0.34570354	
OVOL1	na	0.3451729	
H2BC17	na	0.34516895	
S100A14	na	0.34515306	
NAT8L	na	0.34513766	
ZBTB39	na	0.34506834	
TMEM185B	na	0.34498584	
ZNF660	na	0.34472695	
SLC39A5	na	0.34471023	
NUDT11	na	0.3446169	
DDX25	na	0.3445986	
ITPRIPL1	na	0.3444603	
ZFAT	na	0.34443375	
RTEL1	na	0.3441724	
DCAF12L1	na	0.34415004	
ALKBH3	na	0.34414878	
ART5	na	0.34412378	
SMIM13	na	0.34411782	
LINC01140	na	0.34407136	
MYC	na	0.34406382	
SYNDIG1L	na	0.3438497	
WFDC21P	na	0.3438177	
ASAP2	na	0.34353238	
IFNWP19	na	0.34347257	
DSN1	na	0.34343997	
NLGN1	na	0.34340447	
MROH7	na	0.3431191	
MCF2L2	na	0.3430599	
NLRP7	na	0.3426378	
KCNMB3	na	0.34260312	
E2F5	na	0.34255117	
TOP3B	na	0.34239292	
CES5AP1	na	0.34238783	
TPBGL	na	0.34231338	
RICTOR	na	0.3423021	
ZNF578	na	0.34213397	
METRNL	na	0.34210274	
CCNI2	na	0.34168676	
SLC12A5-AS1	na	0.34166914	
NFIL3	na	0.34154552	
ADCY3	na	0.3415052	
SAMD12-AS1	na	0.34142008	
L3MBTL1	na	0.34140182	
ERBB4	na	0.3413391	
AATK	na	0.3413168	
TPST1	na	0.3411647	
ATP1A3	na	0.34115002	
SCRN1	na	0.34098822	
XKR7	na	0.34091124	
EFNB1	na	0.34084842	
STK32C	na	0.34082514	
SALL4	na	0.34068322	
ZRANB1	na	0.34059492	
ZNF248	na	0.340511	
UBL5P2	na	0.3402586	
TM6SF2	na	0.3400866	
TRAIP	na	0.3400812	
NCAPG	na	0.3399662	
CBS	na	0.33987105	
FBXL16	na	0.3398627	
ZNF343	na	0.33984593	
SH3BP1	na	0.33945566	
CACNG8	na	0.3393374	
SCN11A	na	0.33916688	
CYP8B1	na	0.33893043	
